x,y
2.5,-0.1
2.499594858095415,-0.07839709148667888
2.498379563693629,-0.056801184768157494
2.4963545106879934,-0.03521927936985919
2.493520355425573,-0.01365837027919009
2.4898780164944174,0.007874554321630922
2.485428674425832,0.029372515320536613
2.4801737713117515,0.050828544937635944
2.474115010337342,0.07223568898356578
2.467254355228971,0.09358700911343767
2.459594029617741,0.11487558507564943
2.4511365163187784,0.13609451695483202
2.4418845565265195,0.15723692740820558
2.431841148926253,0.17829596389461935
2.421009548722207,0.1992648008955525
2.40939326658249,0.22013664212735748
2.3969960675012376,0.24090472274402727
2.383821969578329,0.2615623115297733
2.369875242717062,0.2821027130807038
2.355160407240224,0.3025192699748944
2.3396822324249906,0.3228053649301491
2.3234457349571422,0.34295442294875045
2.3064561773050847,0.3629599134485053
2.288719066014215,0.38281535237939524
2.270240149922172,0.40251430432514446
2.2510254182955642,0.422050384589025
2.231081098888766,0.441417261263224
2.2104136559254175,0.4606086572811001
2.1890297880032823,0.47961835245166595
2.1669364259231423,0.49844018547563584
2.144140730442431,0.5170680559423865
2.120650089954336,0.5354959263071825
2.096472118093118,0.5537178238480263
2.071614651266432,0.5717278426014979
2.046085746115442,0.5895201452769578
2.0198936769035507,0.6070889651484916
1.9930469328346023,0.6244286079239845
1.9655542153014172,0.6415334535907167
1.9374244350655492,0.6583979582368877
1.9086667093691914,0.6750166558484718
1.8792903589801513,0.6913841600808273
1.8493049051708663,0.7074951660044835
1.8187200666324292,0.7233444518245411
1.7875457563246298,0.738926880573125
1.7557920782630296,0.7542374017743463
1.7234693242441146,0.7692710530812291
1.6905879705095848,0.784022961884075
1.6571586743508615,0.798488346889741
1.6231922706549171,0.8126625196713216
1.5886997683925397,0.8265408861877316
1.5536923470501773,0.8401189482726964
1.518181353006516,0.8533923050926693
1.4821782958549645,0.8663566545732003
1.4456948446732387,0.8790077947932973
1.4087428242412567,0.8913416253473251
1.3713342112085676,0.9033541486740023
1.3334811302125567,0.9150414713520657
1.2951958499486869,0.9263998053621799
1.2564907791940503,0.9374254693146854
1.2173784627855124,0.9481148896427883
1.1778715775537627,0.9584646017607997
1.1379829282145832,0.9684712511870565
1.0977254432186665,0.9781315946311525
1.0571121705613276,0.9874425010451345
1.0161562735534748,0.9964009526383163
0.9748710265552032,1.005004045855385
0.933269810673393,1.0132489923174839
0.8913661094247123,1.0211331197259625
0.8491735043654268,1.0286538727285055
0.8067056706894358,1.0358088137473567
0.7639763727959548,1.0425956237693705
0.7209994598282876,1.0490121030976367
0.6777888611851322,1.0550561720644303
0.6343585820058746,1.0607258717052612
0.5907226986313345,1.0660193643938007
0.5468953540414303,1.070934934437481
0.5028907532712492,1.0754709886335745
0.4587231588070052,1.0796260567855722
0.4144068859633726,1.0833987921796937
0.36995629824369797,1.0867879720213776
0.3253858026845957,1.0897924978316023
0.2807098451864337,1.0924113958029207
0.23594290583122052,1.0946438171150832
0.19109949418941383,1.0964890382101518
0.14619414461717362,1.097946461027016
0.10124141154558189,1.0990156131952304
0.05625586476335351,1.099696148188119
0.011252084694569661,1.0999878454350869
-0.033755342327033706,1.0998906103931116
-0.07875182878569283,1.0994044745773857
-0.12372279071162834,1.0985295955511003
-0.16865365240790825,1.0972662568743805
-0.21352985117462725,1.095614868012376
-0.25833684202887364,1.0935759642025495
-0.3030601024189562,1.0911502062811997
-0.3476851369313605,1.0883383804692741
-0.39219748198890736,1.085141398117544
-0.436582710538593,1.0815602954112251
-0.48082643672759273,1.077596233034134
-0.5249143205659119,1.0732504957924953
-0.5688320725741689,1.06852449219852
-0.6125654584150084,1.0634197540138852
-0.6561003035066431,1.0579379357532719
-0.6994224976170282,1.0520808141481124
-0.7425179994371784,1.0458502875707285
-0.7853728411321438,1.0392483754190438
-0.8279731328681761,1.0322772174620687
-0.8703050673146117,1.0249390731463723
-0.9123549241190141,1.0172363208637667
-0.9541090743541241,1.0091714571804355
-0.9955539849351808,1.0007470960277653
-1.0366762230061781,0.9919659678551339
-1.0774624602936342,0.982830918744935
-1.1178994774264643,0.9733449094901249
-1.1579741682205587,0.9635110146345883
-1.1976735439266735,0.9533324214766387
-1.2369847374402623,0.9428124290359702
-1.2758950074718758,0.9319544469844013
-1.314391742676786,0.9207619945407558
-1.3524624657424975,0.9092386993302325
-1.390094837432808,0.8973882962086469
-1.427276660587125,0.8852146260519117
-1.4639958840737297,0.8727216345111571
